연번,노선번호,노선ID,정류소번호,정류소ID,정류소명,위도,경도
32,16,SJB293000213,11107,SJB293064260,조치원버스터미널,36.6018765,127.3027591
1,17,SJB293000214,11106,SJB293064259,조치원버스터미널,36.6018992,127.3028932
2,17,SJB293000214,11099,SJB293064152,조치원전통시장북측,36.6015602,127.2996293
3,17,SJB293000214,11071,SJB293001084,조치원역,36.60099,127.29713
4,17,SJB293000214,11062,SJB293001088,조치원전통시장,36.599942,127.29819
5,17,SJB293000214,11096,SJB293064035,효성세종병원,36.5972495,127.2987069
6,17,SJB293000214,11075,SJB293001091,죽림리,36.59078,127.29892
7,17,SJB293000214,11014,SJB293001089,번암리,36.5884,127.29841
8,17,SJB293000214,11017,SJB293001078,번암아파트,36.58577,127.29582
9,17,SJB293000214,11015,SJB293001066,번암삼거리,36.58401,127.29416
10,17,SJB293000214,36104,SJB293016126,월하리,36.57825,127.29256
11,17,SJB293000214,36106,SJB293016124,월하리(항공학교),36.57537,127.29147
12,17,SJB293000214,36098,SJB293016121,세종장례식장입구,36.5700498,127.2875721
13,17,SJB293000214,36049,SJB293016116,세종교통,36.56604,127.28472
14,17,SJB293000214,36073,SJB293016112,봉암리,36.56358,127.28305
15,17,SJB293000214,36075,SJB293016119,봉암2리마을회관,36.55973,127.28701
16,17,SJB293000214,36033,SJB293016110,대원아파트후문,36.56134,127.28143
17,17,SJB293000214,36034,SJB293016101,대원아파트,36.55833,127.27817
18,17,SJB293000214,31016,SJB293014032,실광주유소,36.55361,127.27738
19,17,SJB293000214,31066,SJB293064170,방공학교,36.5518391,127.2780081
20,17,SJB293000214,31019,SJB293014037,보통2리,36.54867,127.27837
21,17,SJB293000214,31021,SJB293014030,연기리,36.54482,127.27714
22,17,SJB293000214,31041,SJB293014039,연기2리마을회관,36.54216,127.28017
23,17,SJB293000214,31014,SJB293014048,보통1리마을회관,36.54493,127.29008
1,17,SJB293000215,31067,SJB293064196,보통1리마을회관,36.5447598,127.2901082
2,17,SJB293000215,31070,SJB293064273,연기2리마을회관,36.5423242,127.2802675
3,17,SJB293000215,31020,SJB293014028,연기리,36.54431,127.27681
4,17,SJB293000215,31018,SJB293014038,보통2리,36.54869,127.27849
5,17,SJB293000215,31017,SJB293014036,방공학교,36.55202,127.27817
6,17,SJB293000215,31015,SJB293014033,실광주유소,36.55469,127.27737
7,17,SJB293000215,36035,SJB293016102,대원아파트,36.55839,127.27835
8,17,SJB293000215,36028,SJB293016109,대원아파트후문,36.56068,127.28087
9,17,SJB293000215,36075,SJB293016119,봉암2리마을회관,36.55973,127.28701
10,17,SJB293000215,36072,SJB293016113,봉암리,36.56387,127.28345
11,17,SJB293000215,36050,SJB293016117,세종교통,36.56604,127.28491
12,17,SJB293000215,36099,SJB293016123,세종장례식장입구,36.5700006,127.2877801
13,17,SJB293000215,64031,SJB293064508,월하리(패션아울렛),36.5735137,127.2903054
14,17,SJB293000215,36103,SJB293016125,월하리(항공학교),36.57633,127.29212
15,17,SJB293000215,36105,SJB293016127,월하리,36.57842,127.29276
16,17,SJB293000215,11016,SJB293001065,번암삼거리,36.58365,127.29409
17,17,SJB293000215,11018,SJB293001079,번암아파트,36.5866993,127.2971748
18,17,SJB293000215,11076,SJB293001092,죽림리,36.59127,127.29897
19,17,SJB293000215,11090,SJB293001093,효성세종병원,36.59705,127.29895
20,17,SJB293000215,11063,SJB293001090,조치원전통시장,36.59898,127.29861
21,17,SJB293000215,11093,SJB293064017,조치원역,36.6013323,127.2970784
22,17,SJB293000215,64008,SJB293064019,조치원전통시장북측,36.6014294,127.3000769
23,17,SJB293000215,11107,SJB293064260,조치원버스터미널,36.6018765,127.3027591
1,31,SJB293000216,11106,SJB293064259,조치원버스터미널,36.6018992,127.3028932
2,31,SJB293000216,11099,SJB293064152,조치원전통시장북측,36.6015602,127.2996293
3,31,SJB293000216,11071,SJB293001084,조치원역,36.60099,127.29713
4,31,SJB293000216,13010,SJB274002040,중봉리,36.60364,127.30656
5,31,SJB293000216,13009,SJB274002086,서평리,36.59864,127.31297
6,31,SJB293000216,70001,SJB271010111,서평1리,36.5955309,127.3145926
7,31,SJB293000216,3328,SJB274000055,서평교,36.591895,127.316459
8,31,SJB293000216,13001,SJB274002090,동평3리,36.5868,127.31859
9,31,SJB293000216,32039,SJB293015015,예양2리,36.5808639,127.3172522
10,31,SJB293000216,32041,SJB293015020,양세오충각,36.57851,127.32177
11,31,SJB293000216,32042,SJB293015018,예양1리,36.57621,127.32112
12,31,SJB293000216,32037,SJB293015023,예양리,36.57283,127.32303
13,31,SJB293000216,32093,SJB293064276,노송2리,36.57114,127.3261292
14,31,SJB293000216,32011,SJB293015040,노송1리(노리미),36.5693111,127.3281964
15,31,SJB293000216,32085,SJB293064172,노송1리,36.5668063,127.3304159
16,31,SJB293000216,32113,SJB293064297,노송리,36.5626625,127.3358785
17,31,SJB293000216,32094,SJB293064277,응암2리,36.5572604,127.3416481
18,31,SJB293000216,33069,SJB293064444,응암2리마을회관,36.5534,127.3389
19,31,SJB293000216,32061,SJB293015057,응암4리,36.55802,127.34467
20,31,SJB293000216,32095,SJB293064278,응암3리,36.5479444,127.3530917
21,31,SJB293000216,32058,SJB293015073,응암3리입구,36.54687,127.35382
22,31,SJB293000216,33003,SJB293012003,갈산2리,36.53756,127.35598
23,31,SJB293000216,33029,SJB293012008,부강리,36.53303,127.35955
24,31,SJB293000216,33037,SJB293012011,부강역,36.53189,127.36464
25,31,SJB293000216,33070,SJB293064462,부강2리,36.5295,127.36597
26,31,SJB293000216,33072,SJB293064463,부강초등학교,36.52783,127.36722
27,31,SJB293000216,33073,SJB293064464,복지회관,36.52697,127.36974
1,31,SJB293000217,33058,SJB293064153,복지회관,36.5271885,127.3698136
2,31,SJB293000217,33040,SJB293012021,부강초등학교,36.52823,127.36714
3,31,SJB293000217,33071,SJB293064465,부강2리,36.52934,127.36628
4,31,SJB293000217,33038,SJB293012014,부강역,36.53192,127.36517
5,31,SJB293000217,33030,SJB293012009,부강리,36.53291,127.36088
6,31,SJB293000217,33002,SJB293012004,갈산2리,36.53772,127.35615
7,31,SJB293000217,32057,SJB293015074,응암3리입구,36.54694,127.35395
8,31,SJB293000217,32086,SJB293064198,응암3리,36.5479716,127.3532034
9,31,SJB293000217,32060,SJB293015058,응암4리,36.55812,127.3448
10,31,SJB293000217,32056,SJB293015051,응암2리,36.55719,127.34201
11,31,SJB293000217,64032,SJB293064509,장욱진화백탑비,36.5559269,127.3394987
12,31,SJB293000217,33069,SJB293064444,응암2리마을회관,36.5534,127.3389
13,31,SJB293000217,32114,SJB293064299,노송리,36.5627078,127.3360404
14,31,SJB293000217,32096,SJB293064279,노송1리,36.5668778,127.3305923
15,31,SJB293000217,32012,SJB293015037,노송1리(노리미),36.56935,127.32836
16,31,SJB293000217,32013,SJB293015033,노송2리,36.57126,127.32616
17,31,SJB293000217,32040,SJB293015025,예양리,36.57279,127.32321
18,31,SJB293000217,32043,SJB293015019,예양1리,36.57534,127.32155
19,31,SJB293000217,32033,SJB293015021,양세오충각,36.57838,127.3219
20,31,SJB293000217,32084,SJB293064171,예양2리,36.5809703,127.3172654
21,31,SJB293000217,13002,SJB274002089,동평3리,36.58647,127.31843
22,31,SJB293000217,3329,SJB274000059,서평교,36.592008,127.316545
23,31,SJB293000217,13007,SJB274002088,서평1리,36.59558,127.3147
24,31,SJB293000217,13008,SJB274002087,서평리,36.59852,127.31318
25,31,SJB293000217,13013,SJB274002001,중봉리,36.60392,127.30684
26,31,SJB293000217,11099,SJB293064152,조치원전통시장북측,36.6015602,127.2996293
27,31,SJB293000217,11071,SJB293001084,조치원역,36.60099,127.29713
28,31,SJB293000217,11107,SJB293064260,조치원버스터미널,36.6018765,127.3027591
1,32,SJB293000218,11106,SJB293064259,조치원버스터미널,36.6018992,127.3028932
2,32,SJB293000218,13010,SJB274002040,중봉리,36.60364,127.30656
3,32,SJB293000218,13009,SJB274002086,서평리,36.59864,127.31297
4,32,SJB293000218,70001,SJB271010111,서평1리,36.5955309,127.3145926
5,32,SJB293000218,3328,SJB274000055,서평교,36.591895,127.316459
6,32,SJB293000218,13001,SJB274002090,동평3리,36.5868,127.31859
7,32,SJB293000218,32039,SJB293015015,예양2리,36.5808639,127.3172522
8,32,SJB293000218,32041,SJB293015020,양세오충각,36.57851,127.32177
9,32,SJB293000218,32042,SJB293015018,예양1리,36.57621,127.32112
10,32,SJB293000218,32037,SJB293015023,예양리,36.57283,127.32303
11,32,SJB293000218,32093,SJB293064276,노송2리,36.57114,127.3261292
12,32,SJB293000218,32011,SJB293015040,노송1리(노리미),36.5693111,127.3281964
13,32,SJB293000218,32085,SJB293064172,노송1리,36.5668063,127.3304159
14,32,SJB293000218,32098,SJB293064282,송용1리마을회관,36.5642304,127.3264129
15,32,SJB293000218,32100,SJB293064284,송용리,36.5617961,127.3232222
16,32,SJB293000218,32009,SJB293015030,내판역,36.55751,127.3252
17,32,SJB293000218,32123,SJB293064414,연동면 복합커뮤니티센터,36.555077,127.326537
18,32,SJB293000218,32034,SJB293015035,연동중학교,36.55269,127.32796
19,32,SJB293000218,32005,SJB293015031,내판2리,36.55188,127.32554
20,32,SJB293000218,32007,SJB293015029,내판3리,36.5481637,127.3252197
21,32,SJB293000218,32092,SJB293064230,명학산업단지입구,36.5491094,127.3277093
22,32,SJB293000218,32090,SJB293064228,리봄화장품,36.5450657,127.3305114
23,32,SJB293000218,32088,SJB293064226,삼성전기,36.5395019,127.3359476
24,32,SJB293000218,32125,SJB293064466,"진웅엠피아,재진가로등",36.538209,127.3364865
25,32,SJB293000218,32101,SJB293064285,응암1리마을회관,36.5428916,127.3426439
26,32,SJB293000218,32102,SJB293064286,응암리(영모재),36.5422497,127.3447065
27,32,SJB293000218,32103,SJB293064287,응암리(가마골),36.5411841,127.3467866
28,32,SJB293000218,32104,SJB293064288,응암리(우리종묘),36.539663,127.3451417
29,32,SJB293000218,32017,SJB293015069,명학3리,36.53454,127.35168
30,32,SJB293000218,32066,SJB293015066,청정아파트,36.52924,127.35153
31,32,SJB293000218,32016,SJB293015065,명학2리(황룡사),36.52683,127.35145
32,32,SJB293000218,32067,SJB293015070,청정아파트,36.52908,127.35172
33,32,SJB293000218,33029,SJB293012008,부강리,36.53303,127.35955
34,32,SJB293000218,33037,SJB293012011,부강역,36.53189,127.36464
35,32,SJB293000218,33070,SJB293064462,부강2리,36.5295,127.36597
36,32,SJB293000218,33072,SJB293064463,부강초등학교,36.52783,127.36722
37,32,SJB293000218,33073,SJB293064464,복지회관,36.52697,127.36974
1,32,SJB293000219,33058,SJB293064153,복지회관,36.5271885,127.3698136
2,32,SJB293000219,33040,SJB293012021,부강초등학교,36.52823,127.36714
3,32,SJB293000219,33071,SJB293064465,부강2리,36.52934,127.36628
4,32,SJB293000219,33038,SJB293012014,부강역,36.53192,127.36517
5,32,SJB293000219,33030,SJB293012009,부강리,36.53291,127.36088
6,32,SJB293000219,32066,SJB293015066,청정아파트,36.52924,127.35153
7,32,SJB293000219,32075,SJB293015067,명학2리(황룡사),36.52685,127.35158
8,32,SJB293000219,32067,SJB293015070,청정아파트,36.52908,127.35172
9,32,SJB293000219,32018,SJB293015068,명학3리,36.53472,127.35163
10,32,SJB293000219,32106,SJB293064290,응암리(우리종묘),36.5395955,127.3452983
11,32,SJB293000219,32054,SJB293015060,응암리(가마골),36.54116,127.34694
12,32,SJB293000219,32105,SJB293064289,응암리(영모재),36.5423399,127.3447566
13,32,SJB293000219,32055,SJB293015052,응암1리마을회관,36.54295,127.34252
14,32,SJB293000219,32126,SJB293064467,"진웅엠피아,재진가로등",36.5383444,127.3366315
15,32,SJB293000219,32087,SJB293064225,삼성전기,36.5396464,127.3361428
16,32,SJB293000219,32089,SJB293064227,리봄화장품,36.5451653,127.3308576
17,32,SJB293000219,32091,SJB293064229,명학산업단지입구,36.5492451,127.3280218
18,32,SJB293000219,32007,SJB293015029,내판3리,36.5481637,127.3252197
19,32,SJB293000219,32006,SJB293015032,내판2리,36.55202,127.32564
20,32,SJB293000219,32035,SJB293015036,연동중학교,36.5529,127.32801
21,32,SJB293000219,32124,SJB293064415,연동면 복합커뮤니티센터,36.555012,127.326823
22,32,SJB293000219,32010,SJB293015028,내판역,36.55796,127.32516
23,32,SJB293000219,32099,SJB293064283,송용리,36.5616519,127.3232337
24,32,SJB293000219,32097,SJB293064281,송용1리마을회관,36.5641491,127.3263516
25,32,SJB293000219,32096,SJB293064279,노송1리,36.5668778,127.3305923
26,32,SJB293000219,32012,SJB293015037,노송1리(노리미),36.56935,127.32836
27,32,SJB293000219,32013,SJB293015033,노송2리,36.57126,127.32616
28,32,SJB293000219,32040,SJB293015025,예양리,36.57279,127.32321
29,32,SJB293000219,32043,SJB293015019,예양1리,36.57534,127.32155
30,32,SJB293000219,32033,SJB293015021,양세오충각,36.57838,127.3219
31,32,SJB293000219,32084,SJB293064171,예양2리,36.5809703,127.3172654
32,32,SJB293000219,13002,SJB274002089,동평3리,36.58647,127.31843
33,32,SJB293000219,3329,SJB274000059,서평교,36.592008,127.316545
34,32,SJB293000219,13007,SJB274002088,서평1리,36.59558,127.3147
35,32,SJB293000219,13008,SJB274002087,서평리,36.59852,127.31318
36,32,SJB293000219,13013,SJB274002001,중봉리,36.60392,127.30684
37,32,SJB293000219,11107,SJB293064260,조치원버스터미널,36.6018765,127.3027591
1,33,SJB293000220,11106,SJB293064259,조치원버스터미널,36.6018992,127.3028932
2,33,SJB293000220,13010,SJB274002040,중봉리,36.60364,127.30656
3,33,SJB293000220,13009,SJB274002086,서평리,36.59864,127.31297
4,33,SJB293000220,70001,SJB271010111,서평1리,36.5955309,127.3145926
5,33,SJB293000220,3328,SJB274000055,서평교,36.591895,127.316459
6,33,SJB293000220,13001,SJB274002090,동평3리,36.5868,127.31859
7,33,SJB293000220,32110,SJB293064294,예양2리,36.580917,127.3165926
8,33,SJB293000220,32112,SJB293064296,예양리(강촌입구),36.5804101,127.3123797
9,33,SJB293000220,32001,SJB293015003,예양2리(강촌),36.57658,127.308
10,33,SJB293000220,32031,SJB293015004,송용3리(신촌),36.56901,127.30807
11,33,SJB293000220,32029,SJB293015001,송용3리,36.56038,127.30372
12,33,SJB293000220,32083,SJB293064014,문주리,36.5469422,127.310502
13,33,SJB293000220,32108,SJB293064292,문주리입구,36.5481921,127.3112811
14,33,SJB293000220,32121,SJB293064409,내판리(외판1교),36.555932,127.323048
15,33,SJB293000220,32117,SJB293064343,내판2리,36.5526956,127.3252308
16,33,SJB293000220,32120,SJB293064346,연동중학교,36.55293,127.3282919
17,33,SJB293000220,32004,SJB293015038,교과서박물관,36.5494,127.33021
18,33,SJB293000220,32062,SJB293015044,응암농공단지,36.5457,127.33441
19,33,SJB293000220,32026,SJB293015049,명학산업단지,36.53905,127.34013
20,33,SJB293000220,32014,SJB293015056,명학1리,36.53703,127.34345
21,33,SJB293000220,32036,SJB293015062,명학리,36.53567,127.34787
22,33,SJB293000220,32017,SJB293015069,명학3리,36.53454,127.35168
23,33,SJB293000220,32066,SJB293015066,청정아파트,36.52924,127.35153
24,33,SJB293000220,32016,SJB293015065,명학2리(황룡사),36.52683,127.35145
25,33,SJB293000220,32127,SJB293064468,명학2리,36.5236,127.35205
26,33,SJB293000220,32064,SJB293015071,청봉사,36.52218,127.3536
27,33,SJB293000220,32107,SJB293064291,명학2리(용당),36.5202645,127.3539706
28,33,SJB293000220,32045,SJB293015061,용운사,36.51858,127.347
29,33,SJB293000220,32070,SJB293015054,합강2리,36.51823,127.3428
30,33,SJB293000220,32071,SJB293015048,합강2리(합강공원),36.51779,127.33971
31,33,SJB293000220,32069,SJB293015053,합강2리,36.51809,127.34261
32,33,SJB293000220,32044,SJB293015059,용운사,36.51838,127.34674
33,33,SJB293000220,32015,SJB293015076,명학2리(용당),36.52015,127.35409
34,33,SJB293000220,32065,SJB293015072,청봉사,36.52228,127.35368
35,33,SJB293000220,32128,SJB293064469,명학2리,36.5238951,127.3519644
36,33,SJB293000220,32075,SJB293015067,명학2리(황룡사),36.52685,127.35158
37,33,SJB293000220,32067,SJB293015070,청정아파트,36.52908,127.35172
38,33,SJB293000220,33029,SJB293012008,부강리,36.53303,127.35955
39,33,SJB293000220,33037,SJB293012011,부강역,36.53189,127.36464
40,33,SJB293000220,33070,SJB293064462,부강2리,36.5295,127.36597
41,33,SJB293000220,33072,SJB293064463,부강초등학교,36.52783,127.36722
42,33,SJB293000220,33073,SJB293064464,복지회관,36.52697,127.36974
1,33,SJB293000221,33058,SJB293064153,복지회관,36.5271885,127.3698136
2,33,SJB293000221,33040,SJB293012021,부강초등학교,36.52823,127.36714
3,33,SJB293000221,33071,SJB293064465,부강2리,36.52934,127.36628
4,33,SJB293000221,33038,SJB293012014,부강역,36.53192,127.36517
5,33,SJB293000221,33030,SJB293012009,부강리,36.53291,127.36088
6,33,SJB293000221,32066,SJB293015066,청정아파트,36.52924,127.35153
7,33,SJB293000221,32016,SJB293015065,명학2리(황룡사),36.52683,127.35145
8,33,SJB293000221,32127,SJB293064468,명학2리,36.5236,127.35205
9,33,SJB293000221,32064,SJB293015071,청봉사,36.52218,127.3536
10,33,SJB293000221,32107,SJB293064291,명학2리(용당),36.5202645,127.3539706
11,33,SJB293000221,32045,SJB293015061,용운사,36.51858,127.347
12,33,SJB293000221,32070,SJB293015054,합강2리,36.51823,127.3428
13,33,SJB293000221,32071,SJB293015048,합강2리(합강공원),36.51779,127.33971
14,33,SJB293000221,32069,SJB293015053,합강2리,36.51809,127.34261
15,33,SJB293000221,32044,SJB293015059,용운사,36.51838,127.34674
16,33,SJB293000221,32015,SJB293015076,명학2리(용당),36.52015,127.35409
